YGD_ID	gene_name	NCBI_ID	chr	start	end	strand	gene_type	interpro_ID	interpro_description	GO_slim_ID	GO_slim_description	gene_description	human_gene_ID	human_gene_name	yeast_gene_similarity
YER097W															
YER098W		856835	V	355466	357730	+	protein_coding	IPR001394;IPR018200;IPR028889;IPR038765	Peptidase C19, ubiquitin carboxyl-terminal hydrolase;Ubiquitin specific protease, conserved site;Ubiquitin specific protease domain;Papain-like cysteine peptidase superfamily	GO:0070647;GO:0016787;GO:0051603	protein modification by small protein conjugation or removal;hydrolase activity;proteolysis involved in cellular protein catabolic process	Ubiquitin-specific protease that cleaves ubiquitin-protein fusions; UBP9 has a paralog, UBP13, that arose from the whole genome duplication [Source:SGD;Acc:S000000900]			
YER099C		856836	V	358105	359061	-	protein_coding	IPR000836;IPR000842;IPR005946;IPR029057;IPR029099	Phosphoribosyltransferase domain;Phosphoribosyl pyrophosphate synthetase, conserved site;Ribose-phosphate pyrophosphokinase;Phosphoribosyltransferase-like;Ribose-phosphate pyrophosphokinase, N-terminal domain	GO:0071554;GO:0005737;GO:0043167;GO:0055086;GO:0016740;GO:0016301	cell wall organization or biogenesis;cytoplasm;ion binding;nucleobase-containing small molecule metabolic process;transferase activity;kinase activity	5-phospho-ribosyl-1(alpha)-pyrophosphate synthetase, synthesizes PRPP; which is required for nucleotide, histidine, and tryptophan biosynthesis; one of five related enzymes, which are active as heteromultimeric complexes; PRS2 has a paralog, PRS4, that arose from the whole genome duplication [Source:SGD;Acc:S000000901]	ENSG00000147224;ENSG00000101911;ENSG00000229937	PRPS1;PRPS2;PRPS1L1	62.2642;62.3053;60.3774
YER100W	UBC6	856837	V	359562	360314	+	protein_coding	IPR000608;IPR016135	Ubiquitin-conjugating enzyme E2;Ubiquitin-conjugating enzyme/RWD-like	GO:0016020;GO:0043167;GO:0019899;GO:0042221;GO:0051603;GO:0070647	membrane;ion binding;enzyme binding;response to chemical;proteolysis involved in cellular protein catabolic process;protein modification by small protein conjugation or removal	Ubiquitin-conjugating enzyme involved in ERAD; located at the cytosolic side of the ER membrane; tail region contains a transmembrane segment at the C-terminus; substrate of the ubiquitin-proteasome pathway; ER-associated protein degradation is also known as ERAD [Source:SGD;Acc:S000000902]	ENSG00000160087	UBE2J2	35.6364
YER101C		856838	V	360502	361794	-	protein_coding	IPR011032;IPR013154;IPR020843;IPR036291	GroES-like superfamily;Alcohol dehydrogenase, N-terminal;Polyketide synthase, enoylreductase domain;NAD(P)-binding domain superfamily	GO:0016491;GO:0006605	oxidoreductase activity;protein targeting	Lipid raft associated protein; overexpression restores Pma1p localization to lipid rafts which is required for targeting of Pma1p to the plasma membrane; sometimes classified in the medium-chain dehydrogenase/reductases (MDRs) superfamily; AST2 has a paralog, AST1, that arose from the whole genome duplication [Source:SGD;Acc:S000000903]			
YER102W	RPS8B	856839;852206	V	363100	363702	+	protein_coding	IPR001047;IPR018283;IPR022309	Ribosomal protein S8e;Ribosomal protein S8e, conserved site;Ribosomal protein S8e/ribosomal biogenesis NSA2	GO:0005198;GO:0003735;GO:0002181;GO:0006364;GO:0005840	structural molecule activity;structural constituent of ribosome;cytoplasmic translation;rRNA processing;ribosome	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S8, no bacterial homolog; RPS8B has a paralog, RPS8A, that arose from the whole genome duplication [Source:SGD;Acc:S000000904]	ENSG00000142937	RPS8	60.5769
YER103W	SSA4	856840	V	364589	366517	+	protein_coding	IPR013126;IPR018181;IPR029047;IPR029048	Heat shock protein 70 family;Heat shock protein 70, conserved site;Heat shock protein 70kD, peptide-binding domain superfamily;Heat shock protein 70kD, C-terminal domain superfamily	GO:0016787;GO:0016887;GO:0005737;GO:0043167;GO:0005634;GO:0006457;GO:0051082;GO:0009408;GO:0055085;GO:0006605	hydrolase activity;ATPase activity;cytoplasm;ion binding;nucleus;protein folding;unfolded protein binding;response to heat;transmembrane transport;protein targeting	Heat shock protein that is highly induced upon stress; plays a role in SRP-dependent cotranslational protein-membrane targeting and translocation; member of the HSP70 family; cytoplasmic protein that concentrates in nuclei upon starvation; SSA4 has a paralog, SSA3, that arose from the whole genome duplication [Source:SGD;Acc:S000000905]			
YER104W		856841	V	366802	367428	+	protein_coding			GO:0005737;GO:0005634;GO:0032196	cytoplasm;nucleus;transposition	Protein with a role in regulation of Ty1 transposition [Source:SGD;Acc:S000000906]			
YER105C		856842	V	367838	372013	-	protein_coding	IPR004870;IPR007187;IPR014908	Nucleoporin, Nup155-like;Nucleoporin, Nup133/Nup155-like, C-terminal;Nucleoporin, Nup133/Nup155-like, N-terminal	GO:0051169;GO:0005198;GO:0015931;GO:0003723;GO:0003677;GO:0006997	nuclear transport;structural molecule activity;nucleobase-containing compound transport;RNA binding;DNA binding;nucleus organization	Subunit of the inner ring of the nuclear pore complex (NPC); contributes to NPC assembly and tethering of DNA to the nuclear periphery; both Nup170p and NUP157p are similar to human Nup155p; NUP157 has a paralog, NUP170, that arose from the whole genome duplication [Source:SGD;Acc:S000000907]			
YER106W		856843	V	372326	373234	+	protein_coding	IPR018847	Monopolin complex, subunit Mam1	GO:0005694;GO:0007059;GO:0048285;GO:0031399	chromosome;chromosome segregation;organelle fission;regulation of protein modification process	Monopolin; meiosis-specific kinetochore-associated protein involved in monopolar attachment of sister kinetochores to the meiotic spindle; subunit of monopolin, a complex that prevents biorientation of sister kinetochores to ensure homolog biorientation during meiosis I; regulates the conformation, enzyme kinetics and substrate specificity of the Dsn1p kinase, Hrr1p; expressed only during the first meiotic division [Source:SGD;Acc:S000000908]			
YER107C	GLE2	856844	V	373448	374545	-	protein_coding	IPR001680;IPR015943;IPR017986;IPR020472;IPR036322;IPR037631	WD40 repeat;WD40/YVTN repeat-like-containing domain superfamily;WD40-repeat-containing domain;G-protein beta WD-40 repeat;WD40-repeat-containing domain superfamily;mRNA export factor Gle2/RAE1	GO:0005737;GO:0051169;GO:0003723;GO:0032182;GO:0015931;GO:0006997;GO:0051049	cytoplasm;nuclear transport;RNA binding;ubiquitin-like protein binding;nucleobase-containing compound transport;nucleus organization;regulation of transport	RNA export factor associated with the nuclear pore complex (NPC); associates with NUP116p; required for polyadenylated RNA export but not for protein import; homologous to S. pombe Rae1p and human RAE1 [Source:SGD;Acc:S000000909]	ENSG00000101146	RAE1	42.1196
YER107W-A			V	374394	374714	+	protein_coding					Dubious open reading frame; unlikely to encode a functional protein, based on available experimental and comparative sequence data; partially overlaps verified ORF GLE2/YER107C [Source:SGD;Acc:S000028755]			
YER110C	KAP123	856846	V	378762	382103	-	protein_coding	IPR001494;IPR016024;IPR021133;IPR034085;IPR040122	Importin-beta, N-terminal domain;Armadillo-type fold;HEAT, type 2;TOG domain;Importin beta family	GO:0005737;GO:0051169;GO:0015931;GO:0005634;GO:0008565	cytoplasm;nuclear transport;nucleobase-containing compound transport;nucleus;protein transporter activity	Karyopherin beta; mediates nuclear import of ribosomal proteins prior to assembly into ribosomes and import of histones H3 and H4; localizes to the nuclear pore, nucleus, and cytoplasm; exhibits genetic interactions with RAI1 [Source:SGD;Acc:S000000912]			
YER111C	SWI4	856847	V	382595	385876	-	protein_coding	IPR002110;IPR003163;IPR018004;IPR020683;IPR029792;IPR036770;IPR036887	Ankyrin repeat;Transcription regulator HTH, APSES-type DNA-binding domain;KilA, N-terminal/APSES-type HTH, DNA-binding;Ankyrin repeat-containing domain;SBF transcription factor complex subunit Swi4;Ankyrin repeat-containing domain superfamily;HTH APSES-type DNA-binding domain superfamily	GO:0005737;GO:0003677;GO:0009408	cytoplasm;DNA binding;response to heat	DNA binding component of the SBF complex (Swi4p-Swi6p); a transcriptional activator that in concert with MBF (Mbp1-Swi6p) regulates late G1-specific transcription of targets including cyclins and genes required for DNA synthesis and repair; Slt2p-independent regulator of cold growth; acetylation at two sites, K1016 and K1066, regulates interaction with Swi6p [Source:SGD;Acc:S000000913]			
YER112W	LSM4	856848	V	387232	387795	+	protein_coding	IPR001163;IPR010920;IPR027141;IPR034101	LSM domain, eukaryotic/archaea-type;LSM domain superfamily;Like-Sm (LSM) domain containing protein, LSm4/SmD1/SmD3;Sm-like protein Lsm4	GO:0005730;GO:0006397;GO:0008380;GO:0006401;GO:0006364;GO:0008033;GO:0003723;GO:0070925	nucleolus;mRNA processing;RNA splicing;RNA catabolic process;rRNA processing;tRNA processing;RNA binding;organelle assembly	Lsm (Like Sm) protein; part of heteroheptameric complexes (Lsm2p-7p and either Lsm1p or 8p): cytoplasmic Lsm1p complex involved in mRNA decay; nuclear Lsm8p complex part of U6 snRNP and possibly involved in processing tRNA, snoRNA, and rRNA; forms cytoplasmic foci upon DNA replication stress [Source:SGD;Acc:S000000914]			
YER113C		856849	V	387932	390052	-	protein_coding	IPR004240	Nonaspanin (TM9SF)	GO:0006873;GO:0007124;GO:0001403;GO:0006811	cellular ion homeostasis;pseudohyphal growth;invasive growth in response to glucose limitation;ion transport	Protein with a role in cellular adhesion and filamentous growth; similar to Emp70p and Tmn2p; member of Transmembrane Nine family with 9 transmembrane segments; localizes to Golgi; induced by 8-methoxypsoralen plus UVA irradiation [Source:SGD;Acc:S000000915]			
YER114C	BOI2	856850	V	390590	393712	-	protein_coding	IPR001452;IPR001660;IPR001849;IPR011993;IPR013761;IPR035551;IPR036028	SH3 domain;Sterile alpha motif domain;Pleckstrin homology domain;PH-like domain superfamily;Sterile alpha motif/pointed domain superfamily;Boi1/2, SH3 domain;SH3-like domain superfamily	GO:0030427;GO:0005737;GO:0007114;GO:0005933;GO:0043167;GO:0008289;GO:0005856	site of polarized growth;cytoplasm;cell budding;cellular bud;ion binding;lipid binding;cytoskeleton	Protein implicated in polar growth, functionally redundant with Boi1p; interacts with bud-emergence protein Bem1p; contains an SH3 (src homology 3) domain and a PH (pleckstrin homology) domain; BOI2 has a paralog, BOI1, that arose from the whole genome duplication [Source:SGD;Acc:S000000916]			
YER115C		856851	V	394292	394867	-	protein_coding			GO:0043934	sporulation	Protein of unknown function; expressed during sporulation; not required for sporulation, but gene exhibits genetic interactions with other genes required for sporulation [Source:SGD;Acc:S000000917]			
YER116C		856852	V	395348	396172	-	protein_coding	IPR001841;IPR013083;IPR017907;IPR018957	Zinc finger, RING-type;Zinc finger, RING/FYVE/PHD-type;Zinc finger, RING-type, conserved site;Zinc finger, C3HC4 RING-type	GO:0043167;GO:0005730;GO:0005634;GO:0051603;GO:0070647;GO:0032200;GO:0006974;GO:0005694;GO:0006281;GO:0018193	ion binding;nucleolus;nucleus;proteolysis involved in cellular protein catabolic process;protein modification by small protein conjugation or removal;telomere organization;cellular response to DNA damage stimulus;chromosome;DNA repair;peptidyl-amino acid modification	Subunit of Slx5-Slx8 SUMO-targeted ubiquitin ligase (STUbL) complex; role in proteolysis of spindle positioning protein Kar9, DNA repair proteins Rad52p and Rad57p; stimulated by SUMO-modified substrates; contains a C-terminal RING domain; forms nuclear foci upon DNA replication stress; required for maintenance of genome integrity like human ortholog RNF [Source:SGD;Acc:S000000918]			
YER117W	RPL23B	852191;856853	V	396769	397653	+	protein_coding	IPR000218;IPR019972;IPR036853	Ribosomal protein L14P;Ribosomal protein L14P,  conserved site;Ribosomal protein L14 superfamily	GO:0005198;GO:0003735;GO:0005634;GO:0005840;GO:0002181;GO:0003723;GO:0019843	structural molecule activity;structural constituent of ribosome;nucleus;ribosome;cytoplasmic translation;RNA binding;rRNA binding	Ribosomal 60S subunit protein L23B; homologous to mammalian ribosomal protein L23 and bacterial L14; RPL23B has a paralog, RPL23A, that arose from the whole genome duplication [Source:SGD;Acc:S000000919]	ENSG00000125691	RPL23	77.1429
YER118C	SHO1	856854	V	397952	399055	-	protein_coding	IPR001452;IPR035522;IPR036028;IPR039644	SH3 domain;Sho1, SH3 domain;SH3-like domain superfamily;High osmolarity signalling protein Sho1	GO:0005886;GO:0016020;GO:0030427;GO:0009408;GO:0019899;GO:0005198;GO:0006970;GO:0005933	plasma membrane;membrane;site of polarized growth;response to heat;enzyme binding;structural molecule activity;response to osmotic stress;cellular bud	Transmembrane osmosensor for filamentous growth and HOG pathways; involved in activation of the Cdc42p- and MAP kinase-dependent filamentous growth pathway and the high-osmolarity glycerol (HOG) response pathway; phosphorylated by Hog1p; interacts with Pbs2p, Msb2p, Hkr1p, and Ste11p [Source:SGD;Acc:S000000920]			
YER119C		856855	V	399496	400842	-	protein_coding	IPR013057	Amino acid transporter, transmembrane domain	GO:0055085;GO:0005773;GO:0006811;GO:0006865;GO:0022857	transmembrane transport;vacuole;ion transport;amino acid transport;transmembrane transporter activity	Vacuolar aspartate and glutamate exporter; member of a family of seven genes (AVT1-7) related to vesicular GABA-glycine transporters; involved in compartmentalizing acidic amino acids in response to nitrogen starvation; AVT6 has a paralog, AVT5, that arose from the whole genome duplication [Source:SGD;Acc:S000000921]			
YER119C-A															
YER120W		856856	V	401135	401869	+	protein_coding	IPR000535;IPR008962;IPR013783;IPR016763	Major sperm protein (MSP) domain;PapD-like superfamily;Immunoglobulin-like fold;Vesicle-associated membrane-protein-associated protein	GO:0005886;GO:0016020;GO:0005783;GO:0006325;GO:0030427;GO:0006629;GO:0048308;GO:0043167;GO:0008289;GO:0051049	plasma membrane;membrane;endoplasmic reticulum;chromatin organization;site of polarized growth;lipid metabolic process;organelle inheritance;ion binding;lipid binding;regulation of transport	Integral ER membrane protein, regulates phospholipid metabolism; one of 6 proteins (Ist2p, Scs2p, Scs22p, Tcb1p, Tcb2p, Tcb3p) that connect ER to plasma membrane (PM) and regulate PI4P levels by controlling access of Sac1p phosphatase to substrate PI4P in the PM; interacts with FFAT motifs in Opi1p, Swh1p, Osh2p, and Osh3p; involved in telomeric silencing; VAP homolog; SCS2 has a paralog, SCS22, that arose from the whole genome duplication [Source:SGD;Acc:S000000922]			
YER121W															
YER122C		856859	V	402871	404352	-	protein_coding	IPR001164;IPR037278;IPR038508	Arf GTPase activating protein;ARFGAP/RecO-like zinc finger;ArfGAP domain superfamily	GO:0043167;GO:0030234;GO:0048193;GO:0031410;GO:0016050	ion binding;enzyme regulator activity;Golgi vesicle transport;cytoplasmic vesicle;vesicle organization	ADP-ribosylation factor GTPase activating protein (ARF GAP); involved in ER-Golgi transport; shares functional similarity with Gcs1p [Source:SGD;Acc:S000000924]			
YER123W	YCK3	856860	V	404813	406387	+	protein_coding	IPR000719;IPR008271;IPR011009	Protein kinase domain;Serine/threonine-protein kinase, active site;Protein kinase-like domain superfamily	GO:0005886;GO:0016020;GO:0043167;GO:0005634;GO:0006897;GO:0016740;GO:0016301;GO:0006468;GO:0018193;GO:0005773	plasma membrane;membrane;ion binding;nucleus;endocytosis;transferase activity;kinase activity;protein phosphorylation;peptidyl-amino acid modification;vacuole	Palmitoylated vacuolar membrane-localized casein kinase I isoform; negatively regulates vacuole fusion during hypertonic stress via phosphorylation of Vps41p; shares essential functions with Hrr25p; regulates vesicle fusion in AP-3 pathway [Source:SGD;Acc:S000000925]			
YER124C		856861	V	407342	409063	-	protein_coding	IPR001680;IPR036322	WD40 repeat;WD40-repeat-containing domain superfamily	GO:0071554;GO:0001403;GO:0030427	cell wall organization or biogenesis;invasive growth in response to glucose limitation;site of polarized growth	Daughter cell-specific protein; may regulate cross-talk between the mating and filamentation pathways; deletion affects cell separation after division and sensitivity to alpha-factor and drugs affecting the cell wall; relocalizes from bud neck to cytoplasm upon DNA replication stress [Source:SGD;Acc:S000000926]			
YER125W	RSP5	856862	V	410189	412618	+	protein_coding	IPR000008;IPR000569;IPR001202;IPR024928;IPR035892;IPR035983;IPR036020	C2 domain;HECT domain;WW domain;E3 ubiquitin-protein ligase, SMURF1 type;C2 domain superfamily;HECT, E3 ligase catalytic domain;WW domain superfamily	GO:0005737;GO:0005634;GO:0051603;GO:0005794;GO:0007005;GO:0006897;GO:0032182;GO:0070647;GO:0030427;GO:0042221;GO:0006325;GO:0051049;GO:0051169;GO:0015931;GO:0016197;GO:0043167;GO:0008289;GO:0033043	cytoplasm;nucleus;proteolysis involved in cellular protein catabolic process;Golgi apparatus;mitochondrion organization;endocytosis;ubiquitin-like protein binding;protein modification by small protein conjugation or removal;site of polarized growth;response to chemical;chromatin organization;regulation of transport;nuclear transport;nucleobase-containing compound transport;endosomal transport;ion binding;lipid binding;regulation of organelle organization	NEDD4 family E3 ubiquitin ligase; regulates processes including: MVB sorting, the heat shock response, transcription, endocytosis and ribosome stability; ubiquitinates Sec23p, Sna3p, Ste4p, Nfi1p, Rpo21p and Sem1p; autoubiquitinates; deubiquitinated by Ubp2p; regulated by SUMO ligase Siz1p, in turn regulates Siz1p SUMO ligase activity; required for efficient Golgi-to-ER trafficking in COPI mutants; mutant tolerates aneuploidy; human homolog implicated in Liddle syndrome [Source:SGD;Acc:S000000927]			
YER126C		856863	V	413394	414179	-	protein_coding	IPR022309;IPR039411	Ribosomal protein S8e/ribosomal biogenesis NSA2;Ribosomal biogenesis NSA2 family	GO:0005730;GO:0005634;GO:0042273;GO:0006364	nucleolus;nucleus;ribosomal large subunit biogenesis;rRNA processing	Protein constituent of 66S pre-ribosomal particles; contributes to processing of the 27S pre-rRNA; recruited by ribosomal proteins L17, L35, and L37 to assembling ribosomes after 27SB pre-rRNA is generated, immediately preceding removal of ITS2 [Source:SGD;Acc:S000000928]	ENSG00000164346	NSA2	62.3077
YER127W		856864	V	414481	415554	+	protein_coding	IPR007146	Sas10/Utp3/C1D	GO:0005730;GO:0006364	nucleolus;rRNA processing	Essential protein involved in maturation of 18S rRNA; depletion leads to inhibited pre-rRNA processing and reduced polysome levels; localizes primarily to the nucleolus [Source:SGD;Acc:S000000929]			
YER128W		856865	V	415859	416470	+	protein_coding	IPR013640	VPS4-associated protein 1	GO:0005737;GO:0030234;GO:0031410	cytoplasm;enzyme regulator activity;cytoplasmic vesicle	Protein that interacts with Vps4p and has a role in vacuolar sorting; stimulates the ATPase activity of Vps4; localizes to endosomes in a Vps4-dependent manner; overexpression causes canavanine sensitivity and confers a partial class D vacuole morphology [Source:SGD;Acc:S000000930]			
YER129W	SAK1	856866	V	417281	420709	+	protein_coding	IPR000719;IPR008271;IPR011009;IPR017441	Protein kinase domain;Serine/threonine-protein kinase, active site;Protein kinase-like domain superfamily;Protein kinase, ATP binding site	GO:0005737;GO:0043167;GO:0007124;GO:0016740;GO:0016301;GO:0006468;GO:0018193;GO:0006260	cytoplasm;ion binding;pseudohyphal growth;transferase activity;kinase activity;protein phosphorylation;peptidyl-amino acid modification;DNA replication	Upstream serine/threonine kinase for the SNF1 complex; plays a role in pseudohyphal groth; partially redundant with Elm1p and Tos3p; members of this family have functional orthology with LKB1, a mammalian kinase associated with Peutz-Jeghers cancer-susceptibility syndrome; SAK1 has a paralog, TOS3, that arose from the whole genome duplication [Source:SGD;Acc:S000000931]			
YER130C		856867	V	421115	422446	-	protein_coding	IPR013087;IPR036236	Zinc finger C2H2-type;Zinc finger C2H2 superfamily	GO:0043167;GO:0005634;GO:0003677	ion binding;nucleus;DNA binding	Transcription factor that binds IME1 Upstream Activation Signal (UAS)ru; COM2 transcription is regulated by Haa1p, Sok2p and Zap1p transcriptional activators; may bind the IME1 promoter under all growth conditions to negatively regulate its transcription in the absence of a positive regulator that binds more effectively; repressor activity may depend on phosphorylation by PKA; C. albicans homolog (MNL1) plays a role in adaptation to stress [Source:SGD;Acc:S000000932]			
YER131W	RPS26B	856868	V	423952	424311	+	protein_coding	IPR000892;IPR038551	Ribosomal protein S26e;Ribosomal protein S26e superfamily	GO:0005198;GO:0003735;GO:0002181;GO:0003723;GO:0003729;GO:0005840;GO:0051169;GO:0015931;GO:0070925;GO:0042255	structural molecule activity;structural constituent of ribosome;cytoplasmic translation;RNA binding;mRNA binding;ribosome;nuclear transport;nucleobase-containing compound transport;organelle assembly;ribosome assembly	Protein component of the small (40S) ribosomal subunit; homologous to mammalian ribosomal protein S26, no bacterial homolog; RPS26B has a paralog, RPS26A, that arose from the whole genome duplication; human homolog can partially complement an RPS26A, RPS26B double null mutant; mutations in the human gene are associated with Diamond-Blackfan anemia [Source:SGD;Acc:S000000933]	ENSG00000197728	RPS26	65.2174
YER132C		856869	V	425188	430449	-	protein_coding	IPR015915	Kelch-type beta propeller	GO:0005737;GO:0043934	cytoplasm;sporulation	Protein with an N-terminal kelch-like domain; putative negative regulator of early meiotic gene expression; required, with Mds3p, for growth under alkaline conditions; PMD1 has a paralog, MDS3, that arose from the whole genome duplication [Source:SGD;Acc:S000000934]			
YER133W	GLC7	856870	V	432495	433958	+	protein_coding	IPR004843;IPR006186;IPR029052;IPR031675;IPR037981	Calcineurin-like phosphoesterase domain, ApaH type;Serine/threonine-specific protein phosphatase/bis(5-nucleosyl)-tetraphosphatase;Metallo-dependent phosphatase-like;Serine-threonine protein phosphatase, N-terminal;Serine/threonine-protein phosphatase PP1-gamma catalytic subunit	GO:0043167;GO:0005730;GO:0005634;GO:0051321;GO:0005975;GO:0006091;GO:0043934;GO:0007059;GO:0006397;GO:0030427;GO:0051726;GO:0005694;GO:0033043;GO:0006364;GO:0006974;GO:0005815;GO:0016787;GO:0016791;GO:0006470;GO:0006353;GO:0007114;GO:0006873;GO:0006325;GO:0042221;GO:0009408;GO:0031399;GO:0000910;GO:0016570	ion binding;nucleolus;nucleus;meiotic cell cycle;carbohydrate metabolic process;generation of precursor metabolites and energy;sporulation;chromosome segregation;mRNA processing;site of polarized growth;regulation of cell cycle;chromosome;regulation of organelle organization;rRNA processing;cellular response to DNA damage stimulus;microtubule organizing center;hydrolase activity;phosphatase activity;protein dephosphorylation;DNA-templated transcription, termination;cell budding;cellular ion homeostasis;chromatin organization;response to chemical;response to heat;regulation of protein modification process;cytokinesis;histone modification	Type 1 S/T protein phosphatase (PP1) catalytic subunit; involved in glycogen metabolism, sporulation and mitotic progression; interacts with multiple regulatory subunits; regulates actomyosin ring formation; subunit of CPF; recruited to mating projections by Afr1p interaction; regulates nucleocytoplasmic shuttling of Hxk2p; import into the nucleus is inhibited during spindle assembly checkpoint arrest; involved in dephosphorylating Rps6a/b and Bnr1p [Source:SGD;Acc:S000000935]			
YER133W-A															
YER134C	YER134C	856873	V	437267	437803	-	protein_coding	IPR010033;IPR010036;IPR023214;IPR035679;IPR036412	HAD-superfamily phosphatase, subfamily IIIC;Magnesium-dependent phosphatase-1, eukaryotic/archaeal-type;HAD superfamily;Magnesium-dependent phosphatase-1, eukaryotic-type;HAD-like superfamily	GO:0043167;GO:0005737;GO:0005634;GO:0016787;GO:0016791	ion binding;cytoplasm;nucleus;hydrolase activity;phosphatase activity	Magnesium-dependent acid phosphatase; member of the haloacid dehalogenase superfamily; non-essential gene [Source:SGD;Acc:S000000936]			
YER135C															
YER136W	GDI1	856876	V	439616	440971	+	protein_coding	IPR000806;IPR018203;IPR036188	Rab GDI protein;GDP dissociation inhibitor;FAD/NAD(P)-binding domain superfamily	GO:0005737;GO:0030234	cytoplasm;enzyme regulator activity	GDP dissociation inhibitor; regulates vesicle traffic in secretory pathways by regulating the dissociation of GDP from the Sec4/Ypt/rab family of GTP binding proteins [Source:SGD;Acc:S000000938]	ENSG00000203879;ENSG00000057608	GDI1;GDI2	54.5861;55.0562
YER137C		856877	V	441373	441819	-	protein_coding	IPR036875	Zinc finger, CCHC-type superfamily	GO:0043167	ion binding	Putative protein of unknown function [Source:SGD;Acc:S000000939]			
YER137W-A															
YER138W-A															
YER139C		856882	V	450563	451243	-	protein_coding	IPR007308;IPR038534;IPR039693	Rtr1/RPAP2 domain;Rtr1/RPAP2 domain superfamily;Rtr1/RPAP2	GO:0043167;GO:0005737;GO:0005634;GO:0006366;GO:0006470;GO:0016787;GO:0016791;GO:0019899	ion binding;cytoplasm;nucleus;transcription by RNA polymerase II;protein dephosphorylation;hydrolase activity;phosphatase activity;enzyme binding	CTD phosphatase; dephosphorylates S5-P in the C-terminal domain of Rpo21p; has a cysteine-rich motif required for function and conserved in eukaryotes; shuttles between the nucleus and cytoplasm; RTR1 has a paralog, RTR2, that arose from the whole genome duplication [Source:SGD;Acc:S000000941]			
YER140W		856883	V	451565	453235	+	protein_coding	IPR008010	Tapt1 family	GO:0005739;GO:0006457	mitochondrion;protein folding	Integral membrane protein of the ER; forms an ER-membrane associated protein complex with Slp1p; identified along with SLP1 in a screen for mutants defective in the unfolded protein response (UPR); proposed to function in the folding of integral membrane proteins; interacts genetically with MPS3; the authentic, non-tagged protein is detected in highly purified mitochondria in high-throughput studies [Source:SGD;Acc:S000000942]			
YER141W		856884	V	453459	454919	+	protein_coding	IPR003780;IPR023754	COX15/CtaA family;Heme A synthase, type 2	GO:0016020;GO:0051186;GO:0016491	membrane;cofactor metabolic process;oxidoreductase activity	Protein required for the hydroxylation of heme O to form heme A; heme A is an essential prosthetic group for cytochrome c oxidase [Source:SGD;Acc:S000000943]	ENSG00000014919	COX15	39.0244
YER142C	MAG1	856885	V	455146	456036	-	protein_coding	IPR000035;IPR003265;IPR011257	Alkylbase DNA glycosidase, conserved site;HhH-GPD domain;DNA glycosylase	GO:0005634;GO:0006281;GO:0006974;GO:0003677;GO:0016787;GO:0016798	nucleus;DNA repair;cellular response to DNA damage stimulus;DNA binding;hydrolase activity;hydrolase activity, acting on glycosyl bonds	3-methyl-adenine DNA glycosylase; involved in protecting DNA against alkylating agents; initiates base excision repair by removing damaged bases to create abasic sites that are subsequently repaired; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000000944]			
YER143W	DDI1	856886	V	456319	457605	+	protein_coding	IPR001995;IPR009060;IPR015940;IPR019103;IPR021109;IPR033322	Peptidase A2A, retrovirus, catalytic;UBA-like superfamily;Ubiquitin-associated domain;Aspartic peptidase, DDI1-type;Aspartic peptidase domain superfamily;DNA damage-inducible protein 1	GO:0005886;GO:0016020;GO:0005737;GO:0032182;GO:0051603;GO:0008233	plasma membrane;membrane;cytoplasm;ubiquitin-like protein binding;proteolysis involved in cellular protein catabolic process;peptidase activity	DNA damage-inducible v-SNARE binding protein; role in suppression of protein secretion; may play a role in S-phase checkpoint control; has ubiquitin-associated (UBA), ubiquitin-like (UBL), and retroviral-like proteinase (RVP) domains [Source:SGD;Acc:S000000945]	ENSG00000197312;ENSG00000170967	DDI2;DDI1	32.5815;30.8081
YER144C		856887	V	457806	460223	-	protein_coding	IPR001394;IPR001763;IPR018200;IPR028889;IPR036873;IPR038765	Peptidase C19, ubiquitin carboxyl-terminal hydrolase;Rhodanese-like domain;Ubiquitin specific protease, conserved site;Ubiquitin specific protease domain;Rhodanese-like domain superfamily;Papain-like cysteine peptidase superfamily	GO:0070647;GO:0016787;GO:0051603;GO:0030427	protein modification by small protein conjugation or removal;hydrolase activity;proteolysis involved in cellular protein catabolic process;site of polarized growth	Putative ubiquitin-specific protease; concentrates at the bud neck; UBP5 has a paralog, DOA4, that arose from the whole genome duplication [Source:SGD;Acc:S000000946]			
YER145C		856888	V	460526	461740	-	protein_coding	IPR004923;IPR005217	Iron permease FTR1/Fip1/EfeU;Iron permease FTR1-like	GO:0005886;GO:0016020;GO:0006811;GO:0006873;GO:0055085;GO:0022857	plasma membrane;membrane;ion transport;cellular ion homeostasis;transmembrane transport;transmembrane transporter activity	High affinity iron permease; involved in the transport of iron across the plasma membrane; forms complex with Fet3p; expression is regulated by iron; protein abundance increases in response to DNA replication stress [Source:SGD;Acc:S000000947]			
YER145C-A															
